text,label,multi_label,split,language,length,source,potential_noise
Breakouts are the WORST!!! Arghhhhhhhhh 💔😩🤕 #acneproblems #skincarestruggles #pimplesaretheenemy,1,llama-3.1-8b-instant,train,en,9,twitter,0
"@snikkins You're really taking the last one before I even get a chance to grab some? Not cool, dude. 👋💔 #NotMyFriend #LastOneForMe #Priorities",1,llama-3.1-8b-instant,train,en,23,twitter,0
"Obsessed with the sneak peeks of @Jonasbrothers' new album Lines, Vines and Trying Times - it's pure perfection, can't wait for the full release 🎶🔥 #JonasBrothersForever #LinesVinesAndTryingTimes #NewMusicAlert",1,llama-3.1-8b-instant,train,en,28,twitter,0
heading to orlando 🚀💨 #orlandovibes #travelmode #comingsoon,1,llama-3.1-8b-instant,train,en,7,twitter,0
"@carriecruz same! I think they're only on streaming now, you can find 'em online though 📺👍 #90sKids #RetroTV #StreamingServices",1,llama-3.1-8b-instant,train,en,19,twitter,0
@AprAnaya  go check the website so you can get an idea of what product you're interested in trying . I'll send you an email tomorrow with the details 📱💻 #NewProductAlert #StayTuned #ComingSoon,1,llama-3.1-8b-instant,train,en,32,twitter,0
@annieomnious can we recreate it? can we make a new basic one instead?,1,llama-3.1-8b-instant,train,en,13,twitter,0
Just made the leap to Twitter... Fingers crossed it lives up to the hype! #TwitterNewbie #SocialMediaJourney 📱💻,1,llama-3.1-8b-instant,train,en,17,twitter,0
"""Anyone know where I can get my hands on some Dujour in SG? 🤔🍵 #Dujour #Singapore #CoffeeLover #CoffeeAddict""",1,llama-3.1-8b-instant,train,en,18,twitter,0
haven't been on all day  slept in late this morning 🤯😴 #sleepy #latestart #offthegrid,1,llama-3.1-8b-instant,train,en,14,twitter,0
"no rain in sight today, guess we dodged that bullet 🌞😊. not complaining, it's a beautiful day to get creative! #homedecor #crafting #sunnydays 🌈💛",1,llama-3.1-8b-instant,train,en,24,twitter,0
"""@claire_stokoe no worries, I managed to get it done in two minutes too, lucky I could just use the style from envirowise.gov.uk as a template 🙏💻 #govwebsite #webdesign #template""",1,llama-3.1-8b-instant,train,en,29,twitter,0
"@xDorkyStacy OMG THAT SOUNDS SO EPIC STACY!!! lmao  i'm low-key obsessed with you. and when I try one, I'll think of you too. haha, and on youtube. #StacyYoureTheBest #LoveYouMoreThanWords #YouTubeVibes 🤣",1,llama-3.1-8b-instant,train,en,31,twitter,0
"@waz7710 @gwyn007 no worries, try them out 1st & see what works & what doesn't, by then it's too late 🤷‍♂️💁‍♀️ #TooLate #TryBeforeYouBuy #ExperimentMode",1,llama-3.1-8b-instant,train,en,24,twitter,0
Who else is still reeling from the lack of Parade the day? 😔,1,llama-3.1-8b-instant,train,en,13,twitter,0
I got the first call of the day 📞💥 #FirstCall #GoodLuck #RadioHostLife,1,llama-3.1-8b-instant,train,en,12,twitter,0
@StewartWade ditto!! Sweet dreams &amp; goodnight!! You should totally play the lottery! I just bought a ticket when I was in FL last week but no luck yet! 🤞🌴 #LotteryLuck #FloridaVibes #GoodnightEveryone,1,llama-3.1-8b-instant,train,en,32,twitter,0
"Mornin every1! Hope all is well I'm your worlds. I'm not sure why I'm crushin' it at the office at 7:45 this mornin, but I guess that's a good thing #MorningMotivation #EarlyRiser #ProductivityMode 💪🌞",1,llama-3.1-8b-instant,train,en,34,twitter,0
"""thinking of heading out but wanna stay in to join @RichardWiseman's experiment - might have to do it via txt 📱💻 #The64MillionDollarQuestion #PsychologyExperiment #StayIn""",1,llama-3.1-8b-instant,train,en,24,twitter,0
"""@TeeMonster no worries about the late response, timezone drama is real 🕰️🌎. You'll need to download Audacity on your compy 👍 #Audacity #AudioEditing #TechTips""",1,llama-3.1-8b-instant,train,en,24,twitter,0
"Seeing Mr. Benningfield tonight made me super nostalgic for my Vand family 🤩. I love you, band geeks! &lt;3 #BandGeekLife #VandFamily #MusicLovers 🎸",1,llama-3.1-8b-instant,train,en,23,twitter,0
Just got my hands on a fresh new Twitter app for my phone and it's a total game changer already 📱💻 #TwitterApp #NewBeginnings #SocialMediaRevamp,1,llama-3.1-8b-instant,train,en,24,twitter,0
"There was a steady stream at my polling station mostly young folks, I guess they're the future 🤔. Are people that naive? #NotMyPresident #VotingIsPower #DemocracyInAction",1,llama-3.1-8b-instant,train,en,25,twitter,0
Missionaries are stuck due to passport issues. Still haven't made it yet 🙏🏼 ya'll pray! #PrayForTheMissionaries #PassportProblems #WaitingOnGod,1,llama-3.1-8b-instant,train,en,18,twitter,0
Having a chill morning in Victoria with Juliet. She's in for a surprise tonight - we're catching Il Divo! #fb,1,llama-3.1-8b-instant,train,en,20,twitter,0
They're finally out of here 🙌😂 #GoodRiddance #MovingOn #ByeFelicia 👋,1,llama-3.1-8b-instant,train,en,10,twitter,0
Back on good terms with scott 🤝👍,1,llama-3.1-8b-instant,train,en,7,twitter,0
I think my awesome bro @ScottyHolloway should take me and his awesome sis @Ho11y to Old Town for some grub & margaritas 🍴🍹 #OldTownVibes #BrotherlyLove #SisterlyLove #MargaritaNight,1,llama-3.1-8b-instant,train,en,27,twitter,0
😂 I'm back to chaos now that my sis is home and I'm already missing the peace and quiet of an empty house 🏠💤 #EmptyHouseBliss #SiblingLife #HomeSweetHome,1,llama-3.1-8b-instant,train,en,27,twitter,0
"@aleahhh it's almost time to wrap things up, babe 💕🌸 #almostdone #seasonfinale #blessed",1,llama-3.1-8b-instant,train,en,13,twitter,0
printin stuff for my aunt. dont ask y its so late. i forgot 2 do it earlier. #procrastinationmode #lastminutelove #auntiesarethebest 🤣📦,1,llama-3.1-8b-instant,train,en,21,twitter,0
can some one pleease tell me how to calculate the total surface area of a square pyramid? 🤔📐 #mathhelp #geometry #squarepyramid,1,llama-3.1-8b-instant,train,en,21,twitter,0
@DENISE_RICHARDS ur hair is fire  keep it long and luscious 💁‍♀️🔥 #HairGoals #LongHairDontCare #HairInspo,1,llama-3.1-8b-instant,train,en,14,twitter,0
@okse *Phew* Glad to see you two are good! Colin's smile says it all. Hip Hip Hip Hooray!! #FriendshipGoals #SmilePower #GoodVibesOnly 😊,1,llama-3.1-8b-instant,train,en,22,twitter,0
"The spark's back! yay! Still got a bit to go, but I'm making progress!  Gonna crush the rest of it. xx #motivation #onmyway #almostthere #stayfocused #keepgoing 💪🏼💫",1,llama-3.1-8b-instant,train,en,27,twitter,0
Still can't get my hands on Jonas Bros tickets...dreading the tantrum I'll have to face from my niece later 😂. Fingers crossed they announce another Dublin gig! #JonasBrothers #DublinGig #TicketTemptation 🎟️,1,llama-3.1-8b-instant,train,en,31,twitter,0
"I thought the clothes from the AW0910 Collection by +9 designers would be on display, along with the visual arts, but it's not 🤔😐 #AW0910Collection #FashionDisappointment #VisualArts",1,llama-3.1-8b-instant,train,en,27,twitter,0
Soft launch is a go for tomorrow night - first customer is in the books - just need to find my cat now 🐈🕰️ #softlaunch #newbeginnings #lostcat,1,llama-3.1-8b-instant,train,en,27,twitter,0
&quot;Thanks to the universe for the wake-up call to love myself just like I'm loved! 🙏💖 #SelfLoveJourney #Mindfulness #SelfCare #PositiveVibes #Gratitude #LoveMyself&quot;,1,llama-3.1-8b-instant,train,en,22,twitter,0
@CharlieeSimpson I Was Looking at an Old Busted Poster The Other Day  You Had a Super Short Haircut Back Then & Looked So Young Now,1,llama-3.1-8b-instant,train,en,25,twitter,0
"Ugh, so meh today! 😐",1,llama-3.1-8b-instant,train,en,5,twitter,0
back from a looong day at the office. i survived 8 hours in heels. i must be insane!! headed straight home to give my poor feet a soak. lol who wants to give me a foot rub? 💅🏻💆‍♀️ #footpain #heelsaretheenemy #selfcare,1,llama-3.1-8b-instant,train,en,41,twitter,0
Still stuck here  This whole week has felt like one super long and terrible Monday! #MondayBlues #LongWeek #MondayVibes 😒,1,llama-3.1-8b-instant,train,en,19,twitter,0
Upgraded iPhone to latest iOS but now have weaker connection to TCU wireless 📱📈 #TCUwireless #iOSupdate #WirelessIssues,1,llama-3.1-8b-instant,train,en,17,twitter,0
good morning twitter fam...heading out the door to tackle the day 💼👋 #MorningMotivation #WorkMode #GoodbyeSleep,1,llama-3.1-8b-instant,train,en,15,twitter,0
@Debbiebarnhill I'm such a plantaholic... I spent a small fortune the last few years landscaping at my sister's lake house - she just sold it 🌿💸😢 #plantlady #landscapingfail #lakehouse #sold,1,llama-3.1-8b-instant,train,en,30,twitter,0
Learning the basics of photography 📸📺 #PhotographyForBeginners #LearningNewSkills #NewHobbyAlert,1,llama-3.1-8b-instant,train,en,9,twitter,0
"@KrisAllenmusic You're a star in my eyes, and I think you'd shine bright with a trophy to match your Idol win! 🌟🏆 #IdolWinner #KrisAllenForever #AmericanIdol",1,llama-3.1-8b-instant,train,en,25,twitter,0
already miss little donkey 🐴❤️ #donkeylove #babyanimals #missingmypet,1,llama-3.1-8b-instant,train,en,8,twitter,0
"""@kpsomotragos just got word that it's supposed to arrive around 3am 🕰️💤 #3amDelivery #WaitingGame""",1,llama-3.1-8b-instant,train,en,14,twitter,0
Just heard gunshots in my area!!!,1,llama-3.1-8b-instant,train,en,6,twitter,0
"Just spent the day reminiscing with my aunt and uncle, watching old home vids. Missing the good ol' days when our whole fam was on the same page 📹👪 #familymemories #nostalgia #familylove 💕",1,llama-3.1-8b-instant,train,en,33,twitter,0
I'm completely exhausted!! My eyes are literally drooping and I'm struggling to stay awake 😴💤 #tiredlife #sleepytime #exhaustionmode,1,llama-3.1-8b-instant,train,en,18,twitter,0
I'm so over word challenge on facebook! 🙄😒 #WordChallengeProbs #FacebookFrustrations,1,llama-3.1-8b-instant,train,en,10,twitter,0
Missing her girls tonight 🤕 It's been way too long since we've all hung out together... #GirlNight #MissingMyGirls #TonightFeelsLong #GirlsJustWantToHaveFun 🤗,1,llama-3.1-8b-instant,train,en,21,twitter,0
MOVING SUCKS! i miss my couch 🛋️,1,llama-3.1-8b-instant,train,en,7,twitter,0
omg sammoons i'm totally obsessed with you 💕😍,1,llama-3.1-8b-instant,train,en,8,twitter,0
"Craving a free doughnut, Krispy Kremes are pricey, but 10 million times better than the rest 🍩💸 #DoughnutLove #KrispyKremeObsessed #FreeDoughnutPlease",1,llama-3.1-8b-instant,train,en,20,twitter,0
getting a new tattoo on monday! 😍 just had a cuppa. mmm... 👍 #newtattoo #tattooaddict #mondaymotivation,1,llama-3.1-8b-instant,train,en,16,twitter,0
waiting for my lawn mower to come back 🚜💨 #mowerprobs #lawnmaintenance #waitinggame,1,llama-3.1-8b-instant,train,en,12,twitter,0
"i'm totally overwhelmed and i just needed to let it all out, i'm done with the noise 🤯😭 #MentalHealthMatters #EmotionalRelease #SelfCare",1,llama-3.1-8b-instant,train,en,21,twitter,0
Struggling to get on Facebook!!!,1,llama-3.1-8b-instant,train,en,5,twitter,0
I'm dying to share some hilarious lol cats but I'm having major tech issues 🤣😹📱 #lolcats #techfail #felinefun,1,llama-3.1-8b-instant,train,en,18,twitter,0
"""@RobbieTaylor I'm keeping my thoughts on the game on hold until I've rewatched the replay."" #Sports #GameReplay #NoComment 📺🏈",1,llama-3.1-8b-instant,train,en,19,twitter,0
I'm feeling super grateful for all of you amazing friends out there. I'm one lucky dude to have such awesome people in my life. Let's stay connected - chuckishere.com at #LAX,1,llama-3.1-8b-instant,train,en,31,twitter,0
"Friday vibes in the office, but the weekend is always on my mind! 🤩 #FridayFeeling #WeekendVibes #OfficeLife 🌞",1,llama-3.1-8b-instant,train,en,18,twitter,0
just got my visa sorted to enter and chill in the Royal Kingdom of Thailand! 🇹🇭👑 #ThailandBound #VisaSuccess #TravelDiaries,1,llama-3.1-8b-instant,train,en,19,twitter,0
#DisneyMagic #DisneyLife 🎉👑,1,llama-3.1-8b-instant,train,en,3,twitter,0
Missing my mom 🤗💕 #homesick #missingmylove #momlife,1,llama-3.1-8b-instant,train,en,7,twitter,0
Feeling a bit down  got some tough news and my confidence in my game is really shaken right now. #gamingstruggles #gamenight #gamingcommunity 🤕😔,1,llama-3.1-8b-instant,train,en,23,twitter,0
@HuniB oOhwee naw i just been adjustin tryna get use to this new work schedule of having to be at wrk @ 7... #Adulting #NewSchedule #MorningMotivation 🕰️💤,1,llama-3.1-8b-instant,train,en,27,twitter,0
"@juzgalvez Haha, chill out! They're looking for fresh perspectives and you're the one they need.",1,llama-3.1-8b-instant,train,en,15,twitter,0
grandma and grandpa are coming tomorrow... good nite 🏠👵👴 #grandparentsarecoming #familytime #tomorrowisgoingtobebusy,1,llama-3.1-8b-instant,train,en,12,twitter,0
that was a great convo!  keep u posted guys... #staytuned #updatecoming #newinfo,1,llama-3.1-8b-instant,train,en,12,twitter,0
@BrokenStruggle too much chat &amp; not enough drinks going on. he's a less annoying version of numpty! &amp; he's not you which makes me #numpty #drinking #chat #friends,1,llama-3.1-8b-instant,train,en,28,twitter,0
@theclimbx3 omg u r 2 talk bout the pizza girl ep lol 😂❤️,1,llama-3.1-8b-instant,train,en,13,twitter,0
"Random drunk girl sitting by my car: ""Is that your man bag?"" 
Me: ""Yes, that's my man bag."" BTW, its name is Butch 💁‍♀️👀🚗 #manbag #butchthemanbag #drunkencounters",1,llama-3.1-8b-instant,train,en,27,twitter,0
lots of awesome people  ~~&gt; @actionchick @thewildjoker @walterdoc @JGDemas @amilya @williger  #followfriday,1,llama-3.1-8b-instant,train,en,12,twitter,0
"Alright, this is my debut tweet yay lol #newbie #firstpost #tweetlife 🎉",1,llama-3.1-8b-instant,train,en,12,twitter,0
@Spitphyre girls i'm outta here then  my exams are coming up,1,llama-3.1-8b-instant,train,en,11,twitter,0
Why do peep toe shoes give me toe blisters from hell? 🤯💅 #PeepToeProblems #ShoeStruggles #ToeTallyPainful,1,llama-3.1-8b-instant,train,en,15,twitter,0
"""@Alyssa_Milano do regular people get more characters than the celebs? 🤔💬 #CelebLife #SocialMedia""",1,llama-3.1-8b-instant,train,en,13,twitter,0
my mac is running on fumes... 📊💻 #macproblems #techstruggles #lowbattery,1,llama-3.1-8b-instant,train,en,10,twitter,0
Keyshia Cole is a fan of Bebe too!!! #KeyshiaCole #Bebe #FashionInspo 💃🏽👗,1,llama-3.1-8b-instant,train,en,12,twitter,0
"Ugh, gotta go....BRB....need to get the cake, candles and ice cream out and give my niece a sweet 16 birthday bash 🎉🎂🎁 #Sweet16 #BirthdayGirl #CakeAndIceCream",1,llama-3.1-8b-instant,train,en,25,twitter,0
@StiffValentine Olympus E-410.  Just scored an old 50mm OM lens that I can use with a super easy adapter. #OlympusE410 #50mmLens #OMLens #PhotographyAccessories #CameraGear #NewAdditions 📸👍,1,llama-3.1-8b-instant,train,en,26,twitter,0
"heading to watch the brewer game, slurp some soup, play sims and chill in a vaporizer filled room. this cold is no joke 🤧❄️ #BrewersGame #SimsLife #VaporizerVibes #ColdSucks",1,llama-3.1-8b-instant,train,en,28,twitter,0
"Ugh, I'm totally feeling the burn today! 🤕💪 #SoreDay #FitnessStruggles #GymLife",1,llama-3.1-8b-instant,train,en,11,twitter,0
@Venyadosae I'm beyond stoked you get to snap those penguin pics again! I'm a total penguin fanatic & I'm obsessed with all things penguin! Can't wait to see the new pics! #PenguinLove #PenguinObsessed #PenguinFanatic 🐧📸,1,llama-3.1-8b-instant,train,en,35,twitter,0
"My WoW experience has been ruined by constant server downtime, it's really getting on my nerves 😔 #WoWProblems #ServerDowntime #GamingFrustrations",1,llama-3.1-8b-instant,train,en,20,twitter,0
can you imagine @taylorswift13 in a GoBernos vid? eh eh #GoBernos #TaylorSwift #MusicToMyEars 🎤👀,1,llama-3.1-8b-instant,train,en,14,twitter,0
"@timdifford cheers, just checked the App Store and it's not showing up there either 🤔",1,llama-3.1-8b-instant,train,en,15,twitter,0
Scratchy throat 🤧 #sorethroat #coldseason #feelingundertheweather,1,llama-3.1-8b-instant,train,en,6,twitter,0
I'd take him anywhere 🚀💕,1,llama-3.1-8b-instant,train,en,5,twitter,0
@LexiePixie your tarot reading is up next 📚💫 #TarotReading #SpiritualVibes #MysticalMoments,1,llama-3.1-8b-instant,train,en,11,twitter,0
@Bowl_the_Bunny lol love how we made some shine: *some* haha...*crosses fingers* hoping you get more 💫🤞 #GoodLuck #ShiningBright #WishYouWell,1,llama-3.1-8b-instant,train,en,19,twitter,0
This tea tastes like straight WATER!!!  Gross! #TeaFail #NotImpressed #WaterTastesBetter,1,llama-3.1-8b-instant,train,en,10,twitter,0
missing the birthday vibes and watching my balloon lose its air 💔😔 #BirthdayBlues #DeflatedDreams #PartyOver,1,llama-3.1-8b-instant,train,en,15,twitter,0
"Good to be back online, my own internet was down 📊💻 #backonline #internetdown #techstruggles",1,llama-3.1-8b-instant,train,en,14,twitter,0
St Andrews is freaking me out 🤯😱 #StAndrewsUniversity #UniversityLife #ScaryPlaces,1,llama-3.1-8b-instant,train,en,10,twitter,0
Work mode is officially over 🎉 #WorkIsDone #FinallyFree #YayForTheWeekend,1,llama-3.1-8b-instant,train,en,9,twitter,0
@DTatStar not cool  lol #NotImpressed #Disappointed 😒,1,llama-3.1-8b-instant,train,en,7,twitter,0
i'm just existing... suffocating in silence 💀😵 #MentalHealthAwareness #LostInTheMoment #EmotionalPain,1,llama-3.1-8b-instant,train,en,10,twitter,0
Better luck next time. Night! #GoodNight #SorryYouMissedIt #SeeYouTomorrow 🌃,1,llama-3.1-8b-instant,train,en,9,twitter,0
oops did that again  D: i'm such a silly cow 🐮😂 #oops #sillyme #moo,1,llama-3.1-8b-instant,train,en,14,twitter,0
"@acj525 mmmmmmmmm,  can you put the pizza in the oven 🍕👀 #pizzalove #foodcoma #hungerpangs",1,llama-3.1-8b-instant,train,en,14,twitter,0
@ibbypop lol yeahh yeahh it's only till 2:30 so it's not so bad! #MondayMotivation #ToughDay #AlmostOver 🤪👍,1,llama-3.1-8b-instant,train,en,17,twitter,0
@Jagusti nope! Thought it was months away too  I'm not in Sheffield this weekend #NotGonnaMakeIt #Disappointed 😔,1,llama-3.1-8b-instant,train,en,17,twitter,0
Feelin' JEW vibes. Got my eyes on the future. Gonna chase the light later. Haha. #JEWmood #ChaseTheLight #FutureProof,1,llama-3.1-8b-instant,train,en,18,twitter,0
Sending love to @kirstiealley on her special day! 🎉🎂 #HappyMothersDay #MomLove #KirstieAlley,1,llama-3.1-8b-instant,train,en,12,twitter,0
"Rainy weather ahead, bummer, was really looking forward to taking the kids to the pool for a graduation celebration 🌧️😒 #RainyDays #GraduationFun #SwimmingPlansRuined",1,llama-3.1-8b-instant,train,en,23,twitter,0
woke up early today... dont wanna go back to reality tomorrow... #MondayBlues #SchoolSucks #SleepIn,1,llama-3.1-8b-instant,train,en,14,twitter,0
I'm wide awake at 3am and my brain won't shut off 🤯😴 #StrugglingToSleep #SleepDeprivation #3amWoes,1,llama-3.1-8b-instant,train,en,15,twitter,0
"#EU09 In 5 years we need a top-notch performance. World, take a look here, yes, here, Europe is on the move 🌎💪",1,llama-3.1-8b-instant,train,en,22,twitter,0
Feeling uplifted vibes now 🌞💛,1,llama-3.1-8b-instant,train,en,5,twitter,0
"@monzongo2009 FEEL BETTER SOON!!!  Sending you virtual vibes, hope you're on the mend.  I'm trying to get my own health back on track amidst Merola madness.  Sending you virtual antibiotics 💉👍 #GetWellSoon #MerolaLife #VirtualVibes 💕",1,llama-3.1-8b-instant,train,en,35,twitter,0
Random texts from who-knows-who woke me up 📱😒 #WokeUpToRandomTexts #SleepDeprived #TextingProblems,1,llama-3.1-8b-instant,train,en,11,twitter,0
"I'm so tempted to hit the snooze button, working 3-11 tonight with Mitch is gonna be a long shift...but at least Toni won't be missing out 🤗. Wish us luck, it's gonna be a blast! ilu! #NightShiftLife #MissingMyBFF #SleepyTime 😴",1,llama-3.1-8b-instant,train,en,40,twitter,0
enjoying a cold ice cream 🍦😋 #icecreamlove #sweettooth #yum,1,llama-3.1-8b-instant,train,en,9,twitter,0
"@FifthSenseNYC I'll be rocking the Mark Birley a wear later this week, even though I'm not exactly a low-key guy 🤫👕 #MarkBirley #Fashion #NYC",1,llama-3.1-8b-instant,train,en,24,twitter,0
#HappyBirthday 🎉🎂 to Andy Hurley,1,llama-3.1-8b-instant,train,en,5,twitter,0
Catching up with my ride or die suzi 💕👯,1,llama-3.1-8b-instant,train,en,9,twitter,0
"Ughhh, today is literally the worst.. i'm counting on the dance to lift my spirits, but even that's not working.. i'm still feeling down, and i'm so done with today!!! 😭😔😡 #FML #TodaysSucks #DanceToTheRescue",1,llama-3.1-8b-instant,train,en,34,twitter,0
I'm all in 🙏💯 #Determination #Motivation #FollowThrough 💪,1,llama-3.1-8b-instant,train,en,8,twitter,0
Saying goodbye to a buddy tonight... feeling a little down 🤕😔 #goodbyefriend #sadnight #goodtimes,1,llama-3.1-8b-instant,train,en,14,twitter,0
my last nite in work for a while.....ah im feeling super chill 😊,1,llama-3.1-8b-instant,train,en,13,twitter,0
"saw a red balloon floating outside my window. somewhere out there, a little one is probably missing their balloon because the wind swept it away... 🌬️💔 #lostballoon #childhoodmemories #windyday 🌞",1,llama-3.1-8b-instant,train,en,30,twitter,0
"@JoshBkelley just wanted to let the Youngstown girls know you're missed... and what's up with ""Tell It Like It Is"" on iTunes? Can't find it anywhere! 🤔🎶 #JoshBkelley #TellItLikeItIs #Youngstown",1,llama-3.1-8b-instant,train,en,30,twitter,0
"Yaaas, I'm finally done being a personal chef for 5 people...tonight I get to be waited on! 🍴👏 #Adulting #SelfCare #WaiterLife",1,llama-3.1-8b-instant,train,en,21,twitter,0
"Sending you lots of love and get well vibes, Mom 💕",1,llama-3.1-8b-instant,train,en,11,twitter,0
@KandyChazer it's a letdown...but i was promised a show and it was a snooze,1,llama-3.1-8b-instant,train,en,14,twitter,0
yay! just realized i get to ride shotgun and can do all the tweeting! 🚗📱 #RoadTrip #TwitterFrenzy #RideShotgun,1,llama-3.1-8b-instant,train,en,18,twitter,0
"""@amf7 no worries, I was just about to remember too! Guess I'll have to beam up some ideas 🚀👽 #StarTrek #TrekTrivia #SpaceOdyssey""",1,llama-3.1-8b-instant,train,en,22,twitter,0
"Just got pulled over on 36. I'm seriously freaking out around cops. My headlights are out, I guess 🚨💨 #DrivingNightmares #HeadlightProbs #CopConfrontation",1,llama-3.1-8b-instant,train,en,22,twitter,0
gotta go convince 2 yo to stay in bed and actually WANT to sleep... 20 min car nap = sleep schedule ruined 🚗😴 #tiredparent #sleepdeprivation #toddlers,1,llama-3.1-8b-instant,train,en,26,twitter,0
@cali_g510 got it!,1,llama-3.1-8b-instant,train,en,3,twitter,0
"Just gave my background a fresh new look 🎨. Now, I'm off to catch a screening of 'Mary Shelly's Frankenstein' 🎥. Check out my new background here: http://bit.ly/4Qhlv #Frankenstein #HomeDecor #MovieNight 🍿",1,llama-3.1-8b-instant,train,en,32,twitter,0
"@MANDY_EMMERSON You're a fan, Go TEAM GB 💪🇬🇧 #TeamGB #GoTeamGB #ProudToBeBritish",1,llama-3.1-8b-instant,train,en,11,twitter,0
"""@temptationdice why did my family decide to have a family gathering?  i guess it's no wonder you're always talking about how much you dislike them 😒"" #familydrama #familygathering #hatefamily",1,llama-3.1-8b-instant,train,en,29,twitter,0
@kerryjor Happy birthday!  Enjoy the wild years - unleash your inner beast! 🎉🐯 #CougarYears #RoarWithAge #BirthdayWishes,1,llama-3.1-8b-instant,train,en,16,twitter,0
"Ugh, stuck in the office from 9-6 with my favorite micromanager 🙄😒 #MondayBlues #WorkLifeStruggles #BitchBossProblems",1,llama-3.1-8b-instant,train,en,15,twitter,0
DD has conjunctivitis...not fun. 🤢👀 #pinkeye #notfun #kidlife,1,llama-3.1-8b-instant,train,en,8,twitter,0
3 little birds land by my door step singing sweet melodies straight from the heart sayin dis is my message 2 you: everything's gonna be alright 🐦🌞💛 #reggaevibes #goodvibes #dontworry,1,llama-3.1-8b-instant,train,en,30,twitter,0
"Heads up, I'm off to London via Biggin Hill 🛫️✈️ #BigginHill #LondonBound #TravelTime",1,llama-3.1-8b-instant,train,en,13,twitter,0
just got my results and it's a big fat fail 🤦‍♂️😩 #examfail #studyhard #universitylife,1,llama-3.1-8b-instant,train,en,14,twitter,0
"@Burlesquetron no worries, just saw this now 😅. unhappy DD = 4 champers 4 me + hair dye emergency in the cupboard 🍸💇",1,llama-3.1-8b-instant,train,en,23,twitter,0
"""@laurie_pringle I mentioned it in the blog post, it's located in Vancouver."" #Vancouver #BlogPost #Mentioned",1,llama-3.1-8b-instant,train,en,15,twitter,0
"mark cuban's doin handsprings right now- the ""punks and thugs"" are sinking... but he's not stoked about paying dirk's alimony 💸🤸‍♂️ #MarkCuban #SharkTank #DirksAlimony",1,llama-3.1-8b-instant,train,en,24,twitter,0
@lovelyberries anytime cuddles are always welcome 🤗💕 #cuddlebug #snugglelife #friendshipgoals,1,llama-3.1-8b-instant,train,en,10,twitter,0
@judez_xo weird vibes here?  lowkey lost now.,1,llama-3.1-8b-instant,train,en,7,twitter,0
@canadianfamily The best part of my Mother's Day was seeing my little one's smile. And the card my hubby got me 'from' our 5.5 week old baby boy was the sweetest thing ever! 💕🎉 #MothersDay #NewDad #BabyLove #FamilyFun,1,llama-3.1-8b-instant,train,en,38,twitter,0
Just survived the  â  Commuting from hell..... Haha #CommuterProblems #TrafficNightmares #MondayBlues,1,llama-3.1-8b-instant,train,en,11,twitter,0
I cant believe sdre isnt coming here 🤦‍♂️. today is literally the worst.,1,llama-3.1-8b-instant,train,en,13,twitter,0
@andyclemmensen tv on silent mode cause it's snooze fest but then ipod with speakers on timer  now that's how it's done. #TVFail #iPodPerfection 📺🎵,1,llama-3.1-8b-instant,train,en,24,twitter,0
🚨 TWO more weeks and the grind is back on 💼 #BackToReality #Adulting #WorkLife,1,llama-3.1-8b-instant,train,en,14,twitter,0
heading to bed. GOOD NIGHT WORLD 🌃 fingers crossed for a dry tomorrow 🌞 #GoodNight #DryWeather #SleepTight,1,llama-3.1-8b-instant,train,en,17,twitter,0
Kylie's being a little mischievous today 🤣👀 #KylieMischief #BadGirlVibes,1,llama-3.1-8b-instant,train,en,9,twitter,0
I'm still reeling from the news that the last living survivor of the Titanic has passed away...such a heartbreaking loss! 💔🚢 #Titanic #History #RIP,1,llama-3.1-8b-instant,train,en,24,twitter,0
Thinking my potential landlord might be a bit out there or biased against Americans... this could go south fast 🤔😬 #landlordnightmares #internationalrentalstruggles #cultureclash,1,llama-3.1-8b-instant,train,en,23,twitter,0
@lexia huge shoutout for all your awesome reporting. Been a quiet fan but loved and appreciated your work. Cheers to you! 🙌👏 #Journalism #Respect #Appreciation 🙏,1,llama-3.1-8b-instant,train,en,26,twitter,0
"I'm obsessed with the 85mm 1.2, but the 85mm 1.8 would be a close second. My ultimate dream combo would be the 85mm 1.2 on a 1Dsmark3 📸💥 #CanonLenses #PhotographyGoals #DreamCamera",1,llama-3.1-8b-instant,train,en,31,twitter,0
having a rough day - email's being a nightmare and it looks like my 10km run is a no-go 🏃‍♀️😒 #runningfail #techstruggles #badhairday,1,llama-3.1-8b-instant,train,en,23,twitter,0
"""@officialnjonas can you say my name in a chat? I'm a huge fan of yours...can I follow you?"" #NJFans #JonasBrothers #SuckerForYou 💖🎤",1,llama-3.1-8b-instant,train,en,22,twitter,0
"Late Night w/ Conan was AMAZING!!! I missed that tall, pale, red-headed guy! #ConanOBrien #LateNightTV #TVHost #ComedyLegend #ConanForever 🙌📺",1,llama-3.1-8b-instant,train,en,19,twitter,0
"@Hail_Mary_Jane: never date anyone who's on tinder, then you can't post about how whack they are.&lt;----sooooooooo true #RelationshipGoals #DatingDisasters #SocialMediaSavvy",1,llama-3.1-8b-instant,train,en,20,twitter,0
I'm feeling overwhelmed and need someone to vent to! 🤯 Who's up for a chat? #MentalHealthMatters #TalkToMe #NeedSomeoneToTalkTo 📱💬,1,llama-3.1-8b-instant,train,en,19,twitter,0
