text,label,multi_label,split,language,length,source,potential_noise
nó cưng quá mày,0,human,train,vi,4,vsmec,0
"các bạn xem phim cậu bé đặc biệt , luôn nhé . phim có diển viên này tham gia nói về cách giáo dục con cái cực hay . chúc các bạn xem phim vui vẻ",0,human,test,vi,36,vsmec,0
cưng quá,0,human,train,vi,2,vsmec,0
vẫn ế bền vững,0,human,train,vi,4,vsmec,0
có thể bán lại cho tớ không ??????,0,human,train,vi,8,vsmec,0
người ta chỉ muốn dụ mày rồi xin một trái thận . 😪,0,human,train,vi,13,vsmec,0
đã mất xe còn bị bọn đường sắt nó phạt cho . khổ lắm ngu hết phần thiên hạ,0,human,train,vi,19,vsmec,0
nói gì thì tụi bây cũng không tin đâu ..😌😌,0,human,train,vi,10,vsmec,0
duyên quá nói chuyện hay,0,human,train,vi,5,vsmec,0
ae họ mà đéo biết mặt nhau à - _ -,0,human,train,vi,11,vsmec,0
khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁,0,human,train,vi,17,vsmec,0
đám người lớn văn hóa lùn đẻ ra một đám trẻ vô học . bọn mất dạy này là nhà dột từ nóc ấy mà . nên đuổi học cho lũ ngu học ấy về để nhà tiếp nối sự vô học của gia đình chúng nó,0,human,train,vi,47,vsmec,0
đã ngu lại con tỏ ra nguy hiểm .,0,human,train,vi,9,vsmec,0
anh ơi :3 hôm nay em thích anh chơi game và đi ngủ sớm đấy :3 đừng đi chơi với gái :<,0,human,train,vi,22,vsmec,0
ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,0,human,train,vi,28,vsmec,0
tàn nhang là xác định nhá ??????,0,human,train,vi,7,vsmec,0
"cũng như đàn ông gục ngã trước cô gái nhiều sắc ! đặc biệt là 50 "" sắc "" thái 😂😂",0,human,train,vi,21,vsmec,0
nhìn mặt con mèo là thấy ghét rồi,0,human,train,vi,8,vsmec,0
một lũ óc không bằng chó .,0,human,train,vi,7,vsmec,0
mày chặt một tay đi cho dễ nhớ,0,human,train,vi,8,vsmec,0
an ủi cũng ghen à :(,0,human,train,vi,6,vsmec,0
lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,0,human,train,vi,12,vsmec,0
má :))) đoạn đeo mặt nạ kinh dị vkl :)),0,human,train,vi,10,vsmec,0
ko 1 từ nào để diễn tả bộ phim này ...,0,human,test,vi,11,vsmec,0
tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :))),0,human,train,vi,13,vsmec,0
"cái này ở shop đồng giá 40k aeon có nè , tê tới dái luôn",0,human,train,vi,15,vsmec,0
"chưa học cách kiếm tiền đã học thói đi lừa tiền =,= thua",0,human,test,vi,13,vsmec,0
ngu thiệt trời,0,human,train,vi,3,vsmec,0
còn tệ hơn năm ngoái,0,human,train,vi,5,vsmec,0
neymar mà lại phải hiếp dâm 1 cô gái à ???,0,human,train,vi,11,vsmec,0
sai còn không biết sửa còn thích giận lại . cút hộ,0,human,train,vi,12,vsmec,0
này là xạo chó chứ nguyên giá gì . kinh doanh là phải lừa lọc ... lừa giỏi diễn đạt thì giàu,0,human,train,vi,22,vsmec,0
vl đánh đòn hic :))))),0,human,train,vi,5,vsmec,0
tôi đoán rằng ông này đã lấy vợ trước khi lên mặt trăng,0,human,test,vi,13,vsmec,0
mới tết xong . tặng cặp bánh chưng là ưng nhất :)),0,human,test,vi,12,vsmec,0
đkmm xuống đáy biển mà viết luôn đi thằng lồn =)),0,human,test,vi,11,vsmec,0
hả hả .. tới giờ ăn hả,0,human,train,vi,7,vsmec,0
"cái thứ ba , trời nhìn mà rơi nước mắt thay cho luôn công cả một mùa mà đi tong chỉ vì một trận mưa",0,human,train,vi,25,vsmec,0
vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,0,human,train,vi,23,vsmec,0
cho tao hỏi mấy con súc vật tụi bây cười cái gì dzậy ? chắc tụi mày phải bị gậy vụt vào mõm thì mới hết dám ngẩng mặt nhìn đời phải không ?,0,human,test,vi,34,vsmec,0
cưng quá trời luôn,0,human,train,vi,4,vsmec,0
đó là dấu hiện của sự trưởng thành =))))))))),0,human,train,vi,9,vsmec,0
"động lực là tình yêu . vì sau khi chia tay , tôi đã thấy mình vô dụng trong một thời gian dài .",0,human,train,vi,24,vsmec,0
a độc thân nè không có ai để nắm tay gọi là thử coi .. hihihi chúc em luon vui ve em nhé ...,0,human,train,vi,24,vsmec,0
"thôi mày đừng saolol , hoang tưởng thâm niên à , nó mở mồm ra cái là nó đào cả họ hàng mày nên nó chửi cho biết mặt . nhìn lằm nhìn lốn 😒😒",0,human,test,vi,35,vsmec,0
per nhà mình cũng có nè,0,human,train,vi,6,vsmec,0
tao tháy gái nguy hiểm vãi,0,human,test,vi,6,vsmec,0
vãi chả phơi hết tim gan phèo phổi @@,0,human,train,vi,9,vsmec,0
gì cũng được ?????? dễ vãi,0,human,test,vi,6,vsmec,0
đẹp trai v :((((,0,human,train,vi,4,vsmec,0
thằng hack game nó gặp trùm cuối rồi 😭😭 truyện đến đây là kết thúc sao 😭,0,human,train,vi,17,vsmec,0
rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??,0,human,train,vi,18,vsmec,0
tao ngự ở trong uống nước cho nhàn thân rồi,0,human,train,vi,10,vsmec,0
"có rồi mà , nghén rồi nè hihi",0,human,train,vi,8,vsmec,0
đáng yêu như em tao ý . cứ mỗi lần nó quyết định ngủ ở đâu là nó lại đấu tranh tư tưởng 🤣🤣,0,human,train,vi,24,vsmec,0
đúng là không có nhân tính,0,human,test,vi,6,vsmec,0
ấm hơn cả người yêu :)),0,human,train,vi,6,vsmec,0
cafe nguyên chất 🙂,0,human,train,vi,4,vsmec,0
phát ngán .,0,human,train,vi,3,vsmec,0
lòng đường không phải nhà cụ nên cụ sai nhé . vỉa hè to vậy rồi cụ còn muốn như thế nào,0,human,train,vi,22,vsmec,0
tởm nhìn đã kinh,0,human,train,vi,4,vsmec,0
chú này tội lắm á :(,0,human,train,vi,6,vsmec,0
ồ ! rất nhớ !,0,human,train,vi,5,vsmec,0
tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,0,human,train,vi,21,vsmec,0
per lý do nhà tao dùng năng lượng mặt trời .. 😌,0,human,train,vi,12,vsmec,0
ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối cùng .!!!,0,human,train,vi,14,vsmec,0
per ông xã xem khúc nó kéo xe chở con chó nè :)) đọc bình luận hài hước ghê,0,human,train,vi,19,vsmec,0
tại trà sữa làm tao mập chứ tao có muốn đâu :(,0,human,train,vi,12,vsmec,0
nghe anh ấy nới chuyện rất thuyết phục,0,human,test,vi,8,vsmec,0
per kìa 3 chị em vào mà hốt hàng về đi chứ hâha,0,human,train,vi,13,vsmec,0
phê thật . cái tai nó đang thâm đen xì lấy ra hết lại trắng hồng luôn,0,human,train,vi,17,vsmec,0
vỉa hè rộng thênh thang mà nhỉ,0,human,test,vi,7,vsmec,0
:) thế trong trường hợp này thì sao ? có nhiều xe lắm đâu cụ,0,human,train,vi,15,vsmec,0
"nhổ tóc sâu cho bố , hình như được 500đ để mua kẹo dồi 😂",0,human,train,vi,15,vsmec,0
đẹp trai quá,0,human,test,vi,3,vsmec,0
per móc lên tới não :)),0,human,train,vi,6,vsmec,0
per thông minh là đây chớ đâu,0,human,test,vi,7,vsmec,0
khóc hết nước mắt 😞😞,0,human,train,vi,5,vsmec,0
"chống mắt mà xem này khi bồ nói anh muốn đi tập gym thì dẹp ngay và luôn , măc công nó yêu thằng khác mất quá per",0,human,train,vi,28,vsmec,0
"cứ thấy nó là đi đường vòng , dù đường hơi xa vẫn đỡ hơn bị nó dí =)))",0,human,train,vi,19,vsmec,0
mau khoẻ nhé :d,0,human,train,vi,4,vsmec,0
bố là số 1 vĩ đại hơn những gì con cần,0,human,test,vi,11,vsmec,0
"không được uống đã đành , ngồi dọn sấp mặt luôn , như con cáo và chùm nho xanh per",0,human,train,vi,20,vsmec,0
con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌,0,human,test,vi,17,vsmec,0
"dume tao từ giờ sẽ bỏ thích cái page này huhu , nghiệp mà",0,human,train,vi,14,vsmec,0
lùi về sau 3 bước đi . ngứa cả con mắt,0,human,train,vi,11,vsmec,0
"wow , đẹp dữ vậy à hehe",0,human,train,vi,7,vsmec,0
"chọn thằng nào không quan trọng , vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo tưởng =))",0,human,train,vi,23,vsmec,0
đắng lắm .. mà qua rồi nên bỏ đi .. khẩu nghiệp nữa,0,human,train,vi,13,vsmec,0
mỗi lần coi lại sởn gai ốc,0,human,train,vi,7,vsmec,0
như con điên :)),0,human,train,vi,4,vsmec,0
phải giết ngay không nó lại đẻ trứng,0,human,train,vi,8,vsmec,0
dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,0,human,train,vi,18,vsmec,0
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,0,human,train,vi,15,vsmec,0
chạy ngay đi 😒 trước khi bọn chủ tịch vào đây và giả làm con cặc gì đó rồi bị coi thường và chúng mày phải nhận cái kết đấy !!,0,human,test,vi,31,vsmec,0
đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy,0,human,train,vi,27,vsmec,0
hôm qua xem cười lộn ruột,0,human,train,vi,6,vsmec,0
quan trọng là nhiều tiền để rót trước,0,human,train,vi,8,vsmec,0
"chú em còn non quá , kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k , không đưa thì kêu bảo vệ không cho lấy xe , đó quy định hầu hết các quán karaok , trường hợp phụ thu là mang đồ ăn ngoài vào , ói trong phòng , và đỗ bia nước ngọt , xả rát kiểu như trong video",0,human,train,vi,66,vsmec,0
cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),0,human,train,vi,25,vsmec,0
coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,0,human,train,vi,21,vsmec,0
khá trẩu =))),0,human,test,vi,3,vsmec,0
tự nhiên thấy cảm động hic,0,human,train,vi,6,vsmec,0
dạ cho em hỏi cái đường này ở đâu z ạ . để em đéo tới đây ạ . đm bước cái chắc tét háng,0,human,train,vi,25,vsmec,0
y tế 24tr tháng á ???? kinh vầy ???,0,human,train,vi,9,vsmec,0
em mày cách mày bao nhiêu tuổi ?,0,human,train,vi,8,vsmec,0
đọc bình luận cười ẻ,0,human,test,vi,5,vsmec,0
biết chứ dã từng sài,0,human,train,vi,5,vsmec,0
per tao nói rồi nha địt con mẹ mày,0,human,test,vi,9,vsmec,0
coi mệt vãi - _ -,0,human,train,vi,6,vsmec,0
kiểu em sai rồi . a xin lỗi em đi 😂😂,0,human,train,vi,11,vsmec,0
hoàng thượng mặc áo đầu lâu mới sợ chứ,0,human,test,vi,9,vsmec,0
mới mua p30 luôn,0,human,train,vi,4,vsmec,0
tại ông bố bảo thủ hết,0,human,train,vi,6,vsmec,0
"mút này mình xịt nước cho nó mềm ra , lấy chổi đùa đùa lại quét tới lúc nghỉ việc luôn quét cũng chưa xong nha , thứ nl",0,human,train,vi,29,vsmec,0
đau lòng qá huhu,0,human,train,vi,4,vsmec,0
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,0,human,train,vi,12,vsmec,0
"chửi nhau , ghét nhau , nói xấu nhau dcm",0,human,train,vi,10,vsmec,0
"mình từng chứng kiến trong lúc khám bệnh , con nói chuyện mẹ mà như bà nói chuyện với cháu .",0,human,train,vi,21,vsmec,0
ông tóc ngắn ngắn cam cam tên gì vậy ạ ?,0,human,train,vi,11,vsmec,0
kiểu gì mai cũng lại có vụ rất gì và này nọ cho xem,0,human,train,vi,14,vsmec,0
ông này đẹp vãi,0,human,train,vi,4,vsmec,0
per tập gym đi mày có người yêu đấyyyy =))))),0,human,train,vi,10,vsmec,0
xem hết mới biết cái video nó không phải video hài thấy buồn buồn 😪,0,human,train,vi,15,vsmec,0
"per hồi học đại học , điện hỏi xin tiền bố , bố ra ngân hàng gửi tiền rồi điện em hỏi stk rồi hỏi "" tên mày là gì ??"" 😭😭",0,human,train,vi,32,vsmec,0
per còn nhớ cây nay không,0,human,train,vi,6,vsmec,0
dễ thương ha,0,human,test,vi,3,vsmec,0
đã khóc . cha mẹ là người luôn yêu thương minh nhất,0,human,train,vi,12,vsmec,0
thế mới làm nên nghiệp lớn chứ,0,human,train,vi,7,vsmec,0
thằng này đi sing học luật hay sao mà viết hay quá vậy ?,0,human,train,vi,14,vsmec,0
có biết bao người có mảnh đời như vậy !,0,human,train,vi,10,vsmec,0
mạng nhện chắc đóng kín rồi nhỉ,0,human,train,vi,7,vsmec,0
nhận khách tàu nhanh ai muốn không nè,0,human,train,vi,8,vsmec,0
nhìn là biết đỏ chót rồi,0,human,train,vi,6,vsmec,0
sao mà có nhiều người ngu quá . đậu xe xát đường ray xe lửa . còn mấy thg bình luận cũng ngu theo xe lửa chạy theo đường ray mà kêu nó bẻ lái qua chúc xíu . bẻ đi đâu được mà bẻ,0,human,train,vi,45,vsmec,0
vãi linh hồn .,0,human,train,vi,4,vsmec,0
giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣,0,human,train,vi,13,vsmec,0
xỉu lên xỉu xuống :(,0,human,train,vi,5,vsmec,0
em mong chỗ tiền anh kiếm được không bị vợ giữ nốt 🤣,0,human,train,vi,13,vsmec,0
"ăn hại zồi bắt em gái nó dọn , quá đáng lắm rồi đó",0,human,train,vi,14,vsmec,0
"tui thi ́ ch va ̉ i lă ́ mày ma ̀ ăn nhỉ ̀ u no ́ người lă ́ mày mọi người anh ̣ , bi ̣ lơ ̉ miê ̣ người",0,human,train,vi,34,vsmec,0
per tiến cử bản thân nào,0,human,train,vi,6,vsmec,0
ổng bị bắt rồi :( rồi lấy gì coi,0,human,train,vi,9,vsmec,0
xem ra giá cả và chất lượng mà không oke thì không ổn ...,0,human,test,vi,14,vsmec,0
trời má cute vãi lozzzz,0,human,train,vi,5,vsmec,0
ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi ... kkkk,0,human,train,vi,34,vsmec,0
đúng chất dân miền tây hahaha,0,human,train,vi,6,vsmec,0
"kaka bạn này best bán hành luôn kaka . bó tay . miệng nói một đường , não nghỉ một lối",0,human,test,vi,21,vsmec,0
có 1 đứa hợp tác vậy là cũg quý hoá quá rồi,0,human,train,vi,12,vsmec,0
tao hiểu mà,0,human,train,vi,3,vsmec,0
đúng vậy . haha,0,human,test,vi,4,vsmec,0
tao đéo ngờ được đây là trường tao :)))),0,human,train,vi,9,vsmec,0
"nếu không xin lỗi em tao , tao hứa cắt tiết từng đứa ... nhưng tao kô giết 🙄. học hành cái lồn gì bọn này .",0,human,train,vi,27,vsmec,0
ngày ấy cũng từng như vậy ☺️,0,human,test,vi,7,vsmec,0
đơn giản vì nó đéo còn yêu mày nữa rồi ==,0,human,train,vi,11,vsmec,0
chuẩn rồi per dù mệt mỏi nhưng vẫn vui :))),0,human,train,vi,10,vsmec,0
nấu mì 2 tôm là vô địch,0,human,train,vi,7,vsmec,0
cảm ơn những người thả 😡 nên mình biết là đéo hay nên mình đéo xem . may vãi,0,human,test,vi,19,vsmec,0
không những hạnh phúc tao còn cứng nữa :)),0,human,test,vi,9,vsmec,0
trẻ trâu việt nam thật đáng sợ,0,human,train,vi,7,vsmec,0
bẩn tính vãi nồi,0,human,train,vi,4,vsmec,0
cảm thấy bị tổn thương,0,human,train,vi,5,vsmec,0
chuyển từ thất tình sang muốn chết vì quá chán :((,0,human,train,vi,11,vsmec,0
móe mình chưa gặp cảnh này chỉ có dọn bánh kem bọn ném nhau dính lên mọi thứ hòa với bãi nôn thôi 😱😱😱,0,human,test,vi,24,vsmec,0
liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . 🙂,0,human,test,vi,18,vsmec,0
ngôi nhà bên dòng sông rõ đẹp . tiếc là sông toàn rác,0,human,train,vi,13,vsmec,0
chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .,0,human,train,vi,16,vsmec,0
"thật là romantic , mà mà mà ... sao nghĩ tới cảnh động phòng hoa chúc tao thấy nhột nhột lỗ đít 😧😧",0,human,train,vi,23,vsmec,0
tỏ tình cho nó biết thôi chứ yêu đương gì tầm này :(((,0,human,train,vi,13,vsmec,0
"đấm liên tục vào mồm , không trượt phát nào ...",0,human,train,vi,11,vsmec,0
lâu quá mới nghe lại bài này buồn thế,0,human,train,vi,9,vsmec,0
"giơ cao đánh khẽ , cảnh cáo cho có lệ",0,human,train,vi,10,vsmec,0
cô ấy bảo : đời như lol 🙂,0,human,train,vi,8,vsmec,0
đéo biết ! vợ tôi đéo cho nữa !,0,human,train,vi,9,vsmec,0
thông minh lắm,0,human,train,vi,3,vsmec,0
đừng hỏi tại sao giới tính cứ bị bẻ cong,0,human,train,vi,10,vsmec,0
do mày ngu đéo ghi chỗ khác :)),0,human,train,vi,8,vsmec,0
cười đau ruột 🤣🤣🤣,0,human,train,vi,4,vsmec,0
per sợ nhện đúng không :)),0,human,train,vi,6,vsmec,0
kiên nhẫn với 1 con chó chứ chắc gì đã kiên nhẫn với bố mẹ hay người thân bên cạnh mình .,0,human,test,vi,22,vsmec,0
thôi mấy bác bị dắt mũi rồi . nghe đến đoạn au mobile là biết nó quảng cáo game trá hình rồi . như con cặc,0,human,train,vi,26,vsmec,0
bà ta đâu cư xử như 1 người vợ đâu !,0,human,train,vi,11,vsmec,0
bằng tuổi người ta mình vẫn còn mải nghĩ chiều nay ăn gì 😢,0,human,train,vi,14,vsmec,0
em ấy đang ở đâu ạ,0,human,train,vi,6,vsmec,0
tao ngồi tao khóc 1 buổi ☹️,0,human,train,vi,7,vsmec,0
tao không phân biệt được bà nội bà ngoại ??,0,human,train,vi,10,vsmec,0
nay buồn :(((,0,human,train,vi,3,vsmec,0
mai anh gọi tôi dậy đi :)),0,human,train,vi,7,vsmec,0
thế em ăn cơm chưa ?,0,human,train,vi,6,vsmec,0
vỡ tan là như thế ấy,0,human,train,vi,6,vsmec,0
em đang ở đâu mà mấy năm rồi chưa thấy xuất hiện :),0,human,test,vi,13,vsmec,0
đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =)),0,human,train,vi,13,vsmec,0
"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm",0,human,train,vi,20,vsmec,0
sao giốg với mình v . nhưg mình từ bỏ rồi người ta hình như cũng có người khác . từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ,0,human,train,vi,35,vsmec,0
"chiến tranh có gì vui đâu nhỉ , chỉ gây đâu thương",0,human,train,vi,12,vsmec,0
"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ .",0,human,train,vi,16,vsmec,0
t còn được nghỉ 1 tuần :)))),0,human,train,vi,7,vsmec,0
ờ tao tao thông minh thiệt đã dừng lại đúng lúc,0,human,train,vi,11,vsmec,0
lạy chúa con còn lứa tuổi học sinh,0,human,train,vi,8,vsmec,0
tao tưởng tới đoạn per tuyên bố hôn nụ hôn chia tay chứ … ai ngờ kết quả lại khác bây,0,human,train,vi,21,vsmec,0
"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87",0,human,train,vi,20,vsmec,0
có tiến bộ ! kkk,0,human,train,vi,5,vsmec,0
dăm ba cái trò nấu cơm này sao làm khó tao .,0,human,train,vi,12,vsmec,0
cá nhân mình nghĩ nó dừng hay đỗ đúng sai thì đã có ca pạt còn nó đỗ trước cửa nhà mình mà oto hay xe không ra vào được thì lúc đó mới ý kiến . công nhận bọn oto đỗ trước nhà nhìn chỉ muốn đốt,0,human,train,vi,48,vsmec,0
rất nguy hiểm,0,human,test,vi,3,vsmec,0
hồi nhỏ đọc tao đã nghi nghi rồi =)))))))),0,human,test,vi,9,vsmec,0
xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .,0,human,train,vi,19,vsmec,0
tuổi thơ không có gì đặc biệt cho đến khi năm lớp 12 . nhớ cả cuộc đời cậu bạn ngồi cạnh,0,human,train,vi,22,vsmec,0
"per khiếp nhớ ngày xưa quá anh em ơi , đi làm cười từ sáng tới tối luôn 😩",0,human,train,vi,19,vsmec,0
xem 1 lần rồi thôi !!,0,human,train,vi,6,vsmec,0
"loại này nó vậy , y con chó nhà mình .. hjjjj",0,human,train,vi,12,vsmec,0
có cả chiêu của per trong đấu trường thú nè :))),0,human,test,vi,11,vsmec,0
"mức thu cao nhất - đồng ý vì số liệu nó thể hiện như vậy , chứ còn hiệu quả thì mình không biết đúng không 😂 mỗi lần vô vcb là hiểu phải đợi mỏi mòn , không như những nh khác",0,human,train,vi,43,vsmec,0
mấy con gà bị lừa mà đéo biết .,0,human,train,vi,9,vsmec,0
tao ho rụng hết tóc rồi 😭,0,human,train,vi,7,vsmec,0
còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại,0,human,train,vi,15,vsmec,0
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,0,human,train,vi,26,vsmec,0
lần sau mua mấy con vít gỗ 2cm lém gần bánh :)) lần sau sợ ngay :)),0,human,train,vi,17,vsmec,0
ôi vãi nhìn ảnh giật mình đám nghiệt súc cười nhé răng !!!!!! đhs ... 😞 đẻ ra đau bết cả lồn,0,human,train,vi,22,vsmec,0
per ta nguyện nằm im,0,human,train,vi,5,vsmec,0
các bác dẫn crush qua cây sữa nay mà hứng nước đái ve nha haha,0,human,test,vi,15,vsmec,0
"chăn lắm lông , bắp tay thì to ôi tuổi thơ của taoooo :33333",0,human,train,vi,14,vsmec,0
đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn :)),0,human,train,vi,12,vsmec,0
moẹ s tuổi thơ của tôi toàn găp phải thằng mất dạy . toàn đánh với bắt nạt các b nữ . đm thằng per với thằng per lơn . tau vẫn nhớ,0,human,train,vi,33,vsmec,0
"a trai mình từng làm trung nguyên 3 năm thôi . cũng gặp qua bà thảo với ông vũ rồi , bà thảo đúng chất con buôn , tham lam lắm , chả có tâm chút nào 👌",0,human,test,vi,38,vsmec,0
"3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói :"" tôi yêu em """,0,human,train,vi,25,vsmec,0
per cười đau bụng luôn 🤣🤣,0,human,test,vi,6,vsmec,0
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,0,human,test,vi,14,vsmec,0
ai ngu như mày,0,human,train,vi,4,vsmec,0
thật cảm động,0,human,train,vi,3,vsmec,0
xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,0,human,train,vi,20,vsmec,0
đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền,0,human,train,vi,20,vsmec,0
"đụ mẹ tục , cuối tuần về ra nha :))",0,human,test,vi,10,vsmec,0
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ,0,human,test,vi,70,vsmec,0
chúng mày bị điên à 😒,0,human,train,vi,6,vsmec,0
gì thế này ? này là kiến thức đó hả ?,0,human,train,vi,11,vsmec,0
biết giả vẫn phải tạo,0,human,train,vi,5,vsmec,0
"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi",0,human,train,vi,34,vsmec,0
có ai như tao vô đọc bình luận 🤣 tao cười tao xĩu,0,human,test,vi,13,vsmec,0
cùng câu hỏi .. vụ thang máy thì sao nhỉ,0,human,test,vi,10,vsmec,0
tao rất sợ mất đứa tỏ ra như thế,0,human,test,vi,9,vsmec,0
chỉ có được cái chữ đẹp . hihihi ...,0,human,train,vi,9,vsmec,0
bọn dân trí thấp tưởng thế là hay .,0,human,test,vi,9,vsmec,0
buồn cô lắm,0,human,train,vi,3,vsmec,0
hay quá,0,human,test,vi,2,vsmec,0
sao mà mặt boss có thể gian đến thế nhỉ,0,human,test,vi,10,vsmec,0
hư cấu 😌,0,human,train,vi,3,vsmec,0
"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy",0,human,train,vi,32,vsmec,0
may quá tao đang nhà đắp chăn xem cảnh này chứ đông vậy đi chắc chớt,0,human,train,vi,16,vsmec,0
cắt tóc xong rùi gội đầu xong tóc còn ướt ý nhìn đẹp trai lắm luôn ý,0,human,train,vi,17,vsmec,0
mặt dày lại ôm cứng ngắt cho chị . 😆,0,human,train,vi,10,vsmec,0
gớm không tưởng,0,human,train,vi,3,vsmec,0
móng của bố tao . hồi trước và bây giờ đã cắt vì lý do . sức khoẻ .,0,human,train,vi,19,vsmec,0
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,0,human,train,vi,14,vsmec,0
đề này đối với lực học lớp 9 đâu có khó . cẩn thận chút là được,0,human,train,vi,17,vsmec,0
cuộc sống mà mấy ai được trọn vẹn 😢😢,0,human,train,vi,9,vsmec,0
cần phải tỉnh táo,0,human,train,vi,4,vsmec,0
não bọn này nhiều nếp nhăn đấy,0,human,train,vi,7,vsmec,0
cưng nhỉ,0,human,train,vi,2,vsmec,0
a per ..... nhìn những hình ảnh này ... sao em nhớ về anh quá .... 15 năm ròng rã .. giờ anh lưu lạc nơi đâu . 😭😭😭😭,0,human,test,vi,29,vsmec,0
mẹ cái lũ thầu nấu ăn cho trẻ con . ai cũng bảo chúng mày nấu 1 năm có có hàng tỉ tiền . mẫu giáo còn hại được thì cấp 1 tha gì .,0,human,train,vi,35,vsmec,0
em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu :)),0,human,test,vi,19,vsmec,0
dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka,0,human,train,vi,16,vsmec,0
đúng là xa thơm gần thối . người tuyệt vời ngay trước mắt mà không thấy,0,human,train,vi,16,vsmec,0
per =))))) đúng kiểu sáng tạo :)),0,human,train,vi,7,vsmec,0
per vui quá .. đi dạo được ven hồ rồi 🙂,0,human,train,vi,11,vsmec,0
công nhận 😌😌😌 đồng nghiệp hạp hạp tí có khi ngồi buôn cả ngày bám hơn cả bám người yêu . đi làm hôm nào cảm thấy hôm đó ý nghĩa vãi,0,human,train,vi,32,vsmec,0
tôi cùng hoàn cảnh với bạn má tôi củng bệnh và từng ngày từng ngày tôi bên má tôi sợ giây phút má bỏ tôi ra đi và ngày đó củng đến ai còn mẹ hảy quí từng giây từng khắc bên mẹ,0,human,train,vi,43,vsmec,0
người ngoài hành tinh đi học tiếng anh rồi à vãi,0,human,train,vi,11,vsmec,0
tao thì muốn là đéo bao giờ . nhưng mẹ tao thì muốn ngay bây giờ 😢,0,human,train,vi,17,vsmec,0
"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi :3",0,human,test,vi,20,vsmec,0
em chờ được mà 🙂,0,human,train,vi,5,vsmec,0
